latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
1368,-0.33379817,0.33379817,-16.39817569435041,880
1370,0.3329085,0.3329085,21.354354031172,881
1250,-0.33198813,0.33198813,-15.44572111944426,882
643,-0.33021992,0.33021992,-13.391428318129506,883
133,-0.3302005,0.3302005,-13.871098276404753,884
367,-0.33014384,0.33014384,-13.423785361985741,885
1349,0.32901993,0.32901993,18.182923327627133,886
307,0.32875794,0.32875794,13.107492743974875,887
1504,-0.3287512,0.3287512,-15.832822464566394,888
995,-0.32874745,0.32874745,-12.828740774614241,889
370,-0.3287411,0.3287411,-14.041860614906188,890
356,-0.32866108,0.32866108,-13.69958329653388,891
535,0.32808012,0.32808012,12.956309194774775,892
850,-0.3276253,0.3276253,-13.623904389574811,893
243,0.32617944,0.32617944,13.60735691882718,894
257,0.32457682,0.32457682,14.324062257773534,895
386,-0.3214872,0.3214872,-13.3984172814933,896
1059,-0.32127517,0.32127517,-13.734804477802125,897
343,-0.3207013,0.3207013,-14.027103471462974,898
1258,-0.32028607,0.32028607,-15.433439370548795,899
1122,0.31881616,0.31881616,15.16881249331795,900
160,0.3188085,0.3188085,12.131882326330494,901
457,0.31857294,0.31857294,12.78428365112465,902
148,-0.31849867,0.31849867,-13.278312875107144,903
942,0.31811085,0.31811085,13.275979568666806,904
1392,-0.31792906,0.31792906,-16.815080869583685,905
1498,-0.3173803,0.3173803,-17.626528353299417,906
897,-0.31674346,0.31674346,-13.287059759420615,907
110,0.31577381,0.31577381,13.38468207877785,908
619,0.3156197,0.3156197,13.335964641349435,909
218,0.31552532,0.31552532,12.820667938632205,910
1454,0.3151898,0.3151898,13.57175744975084,911
1492,-0.31505117,0.31505117,-18.496688698414324,912
993,0.31437156,0.31437156,13.483717178802712,913
1154,-0.31387165,0.31387165,-13.896390279997052,914
811,0.3137629,0.3137629,13.346458113042281,915
1308,-0.31357098,0.31357098,-17.365977239092032,916
397,-0.31351793,0.31351793,-12.927163116894551,917
1455,0.31342417,0.31342417,15.872419884852276,918
1169,-0.3130063,0.3130063,-14.431330608238744,919
1219,0.3128096,0.3128096,14.629438859908365,920
1341,-0.31197536,0.31197536,-15.547618460830252,921
1126,-0.31150755,0.31150755,-14.769449614470105,922
1528,0.31019264,0.31019264,14.941883921599326,923
593,-0.31019115,0.31019115,-12.94547806205155,924
650,0.30922985,0.30922985,13.070142815887522,925
246,0.3090362,0.3090362,12.54741193284766,926
1215,-0.30851275,0.30851275,-17.34893341065185,927
1355,-0.30808702,0.30808702,-18.286981494717423,928
1244,-0.30773032,0.30773032,-16.601655157662915,929
943,-0.30705515,0.30705515,-13.297195042045098,930
248,-0.306996,0.306996,-12.876594433623755,931
1468,0.30686957,0.30686957,15.58497802885802,932
285,0.30657884,0.30657884,12.158047722791432,933
111,0.30621874,0.30621874,12.580784848355522,934
589,0.30621588,0.30621588,12.5280529212093,935
407,0.30580434,0.30580434,13.597649271082052,936
1277,0.30541798,0.30541798,16.091765913970054,937
1012,0.30539784,0.30539784,12.44649459995017,938
675,0.30503556,0.30503556,12.581787149579949,939
1133,0.30401862,0.30401862,14.708687207264077,940
1369,-0.30173638,0.30173638,-16.33909357094988,941
1415,-0.30050173,0.30050173,-15.835266745404251,942
1279,-0.30029702,0.30029702,-16.678102272830603,943
1418,-0.30013645,0.30013645,-14.799840555493109,944
234,-0.29906717,0.29906717,-12.281612933574307,945
1519,-0.29816952,0.29816952,-12.688935205324523,946
727,0.29783082,0.29783082,12.132343405026141,947
1039,0.2973578,0.2973578,17.58407293017051,948
1147,-0.29645607,0.29645607,-17.260663121552103,949
1411,0.29397655,0.29397655,14.127939469083488,950
84,-0.2936987,0.2936987,-12.465712910105694,951
11,0.29355317,0.29355317,12.880942634131683,952
54,-0.2933016,0.2933016,-12.238786210201297,953
1033,0.29235113,0.29235113,12.197976619593362,954
1254,0.29210317,0.29210317,14.080213678630827,955
1112,0.2910606,0.2910606,13.085920844146237,956
1163,-0.29104143,0.29104143,-18.11325533524233,957
764,-0.29091147,0.29091147,-12.745832068796568,958
1236,-0.29013672,0.29013672,-12.509521537901207,959
1513,0.28983662,0.28983662,15.737855331341724,960
979,0.28838867,0.28838867,11.395836266675927,961
1475,0.28766927,0.28766927,12.591076916874833,962
1424,-0.28585985,0.28585985,-15.242808885574075,963
1464,0.28543636,0.28543636,16.293759448175713,964
971,-0.28534946,0.28534946,-11.841426899572493,965
328,-0.28524438,0.28524438,-11.736605840355981,966
118,-0.28391182,0.28391182,-11.24250786491136,967
