latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
503,-0.8062046,0.8062046,-18.27570229590305,389
345,-0.79775006,0.79775006,-20.726713406567534,390
196,-0.78991944,0.78991944,-19.136968860694104,391
151,-0.7824902,0.7824902,-19.971396195207188,392
101,0.78175116,0.78175116,19.59422273081124,393
429,-0.77989995,0.77989995,-19.55168047365195,394
120,0.7741278,0.7741278,18.977218444613815,395
335,-0.7722328,0.7722328,-18.36741638272632,396
71,0.77054685,0.77054685,18.88173207856838,397
501,-0.7683447,0.7683447,-19.728527379775116,398
165,-0.76784176,0.76784176,-18.27835478154282,399
463,0.7604592,0.7604592,20.78032582967086,400
336,0.7547553,0.7547553,18.032472107631197,401
140,-0.7534123,0.7534123,-19.127916132519147,402
139,0.7284559,0.7284559,16.67542143543168,403
202,-0.7238112,0.7238112,-16.629857594771156,404
66,0.7139118,0.7139118,17.0227027708529,405
203,0.71185374,0.71185374,16.36035616453674,406
16,0.7108357,0.7108357,16.409552665172676,407
75,0.69988734,0.69988734,18.565072381897167,408
400,-0.6834365,0.6834365,-15.866411745963694,409
163,-0.67250663,0.67250663,-16.264574895679754,410
393,-0.6665696,0.6665696,-15.418018644018952,411
132,0.6649608,0.6649608,16.761843480315147,412
355,-0.6619293,0.6619293,-16.138802679940657,413
451,-0.6591664,0.6591664,-15.572917422270907,414
482,0.6557811,0.6557811,15.671397286231175,415
254,-0.651786,0.651786,-15.838454895232356,416
326,0.618135,0.618135,15.692110208442456,417
343,0.61235243,0.61235243,15.831115159929109,418
319,0.6039033,0.6039033,14.00808014111222,419
24,-0.60293144,0.60293144,-13.952172380376403,420
478,0.5924766,0.5924766,14.39120123369155,421
487,0.5880127,0.5880127,14.031289075766706,422
320,-0.5864941,0.5864941,-14.182033812031507,423
438,-0.569905,0.569905,-13.899359388646984,424
205,-0.56151164,0.56151164,-13.6365513670733,425
341,-0.56065094,0.56065094,-14.256372021797686,426
500,-0.55006945,0.55006945,-12.75002387153611,427
119,0.5497303,0.5497303,14.228121315347371,428
412,-0.54600596,0.54600596,-12.857737946508372,429
354,0.5309254,0.5309254,12.62657041513433,430
415,0.5287097,0.5287097,13.842370462111344,431
272,-0.5239649,0.5239649,-13.031744128517019,432
88,-0.5055378,0.5055378,-12.025927669890237,433
382,0.49915737,0.49915737,11.310594279118938,434
92,0.49586394,0.49586394,11.791144671359845,435
276,0.4834432,0.4834432,11.912215013637027,436
459,-0.46543163,0.46543163,-11.122962136841549,437
387,0.45628005,0.45628005,11.45599088827386,438
76,0.45544502,0.45544502,11.397667130252303,439
495,0.45211676,0.45211676,10.704790464778657,440
73,0.4486835,0.4486835,11.38622675578117,441
269,-0.44482264,0.44482264,-11.893714649804648,442
322,0.43109158,0.43109158,10.772057535043707,443
360,-0.4310125,0.4310125,-10.482882348179,444
162,0.4235803,0.4235803,9.447648723591028,445
167,0.41410518,0.41410518,9.38248092411909,446
273,-0.39647946,0.39647946,-9.964798054987202,447
465,-0.39132747,0.39132747,-9.50426951827508,448
447,0.38513827,0.38513827,9.714977640005934,449
433,0.37944624,0.37944624,9.23532742760904,450
192,0.37857997,0.37857997,9.023149376903893,451
265,-0.3781972,0.3781972,-8.872003264356024,452
235,-0.36634615,0.36634615,-8.86199532418592,453
277,0.3659088,0.3659088,9.534086877730108,454
480,-0.35672235,0.35672235,-9.08675806787453,455
